Length (ft),Length (in),Total Length (ft),Gender,Receipt Amount,Date Caught,Time of Day,Location Caught,Weight (lbs),Species,SFWMDPyMo #
7,6,7.50,Male,$150.00,7/10/2018,3:23,L-28T,8.00,Burmese,1126
6,0,6.00,Female,$100.00,7/10/2018,4:20,L-28T,6.00,Burmese,1127
5,5,5.42,Male,$75.00,7/10/2018,5:19,L-28T,4.00,Burmese,1128
5,3,5.25,Male,$75.00,7/11/2018,10:45,L-28T,3.00,Burmese,1141
7,10,7.83,Male,$150.00,7/12/2018,21:34,L-67,9.00,Burmese,1145
7,6,7.50,Male,$150.00,7/12/2018,4:00,L-67,8.00,Burmese,1146
8,6,8.50,Male,$175.00,7/12/2018,4:10,L-67,12.00,Burmese,1147
9,0,9.00,Male,$175.00,7/3/2018,21:44,Rocky Glades,10.00,Burmese,1106
7,6,7.50,Male,$150.00,7/11/2018,22:35,Rocky Glades,8.00,Burmese,1142
7,8,7.67,Female,$150.00,7/14/2018,22:30,Rocky Glades,8.00,Burmese,1155
8,10,8.83,Male,$175.00,7/12/2018,21:30,L-67,10.00,Burmese,1148
7,3,7.25,Male,$125.00,7/13/2018,21:30,L-67,6.00,Burmese,1152
6,7,6.58,Female,$125.00,7/13/2018,23:30,L-67,6.00,Burmese,1153
6,6,6.50,Female,$125.00,7/14/2018,20:30,L-28T,6.00,Burmese,1156
6,7.5,6.63,Male,$125.00,7/14/2018,22:30,L-28T,6.00,Burmese,1157
6,7,6.58,Male,$125.00,7/15/2018,0:30,L-28T,4.00,Burmese,1171
9,7,9.58,Female,$200.00,7/12/2018,21:10,L-28T,23.00,Burmese,1149
2,7,2.58,Female,$50.00,7/12/2018,22:40,L-28T,1.00,Burmese,1150
6,10,6.83,Male,$125.00,7/13/2018,0:05,L-28T,7.00,Burmese,1154
5,7,5.58,Female,$100.00,7/14/2018,21:40,Rocky Glades,4.00,Burmese,1158
5,4,5.33,Female,$75.00,7/12/2018,21:15,L-31N,2.00,Burmese,1151
10,4,10.33,Female,$200.00,6/15/2018,23:45,L-67,24.00,Burmese,1065
5,2,5.17,Male,$75.00,7/9/2018,0:46,L-28T,2.00,Burmese,1120
5,7,5.58,Female,$100.00,7/15/2018,22:00,L-28T,2.00,Burmese,1172
8,7,8.58,Female,$175.00,7/8/2018,1:00,L-28T,8.00,Burmese,1113
2,2,2.17,Male,$50.00,7/8/2018,2:00,L-28T,1.00,Burmese,1114
2,4,2.33,Female,$50.00,7/8/2018,002:30,L-28T,1.00,Burmese,1115
2,4,2.33,Male,$50.00,7/8/2018,3:00,L-28T,1.00,Burmese,1116
2,8,2.67,Female,$50.00,7/9/2018,2:00,L-28T,1.00,Burmese,1121
2,5,2.42,Male,$50.00,7/9/2018,2:30,L-28T,1.00,Burmese,1122
2,4,2.33,Female,$50.00,7/10/2018,0:30,L-28T,1.00,Burmese,1129
2,3.5,2.29,Female,$50.00,7/10/2018,1:00,L-28T,1.00,Burmese,1130
2,5,2.42,Male,$50.00,7/10/2018,1:30,L-28T,1.00,Burmese,1131
5,11,5.92,Female,$100.00,7/14/2018,21:30,L-28T,4.00,Burmese,1159
2,3,2.25,Male,$50.00,7/14/2018,22:30,L-28T,1.00,Burmese,1160
2,4,2.33,Male,$50.00,7/14/2018,22:30,L-28T,1.00,Burmese,1161
2,5,2.42,Female,$50.00,7/14/2018,22:30,L-28T,1.00,Burmese,1162
2,2,2.17,Male,$50.00,7/14/2018,22:45,L-28T,1.00,Burmese,1163
2,5,2.42,Female,$50.00,7/10/2018,21:15,L-28T,1.00,Burmese,1132
2,5,2.42,Male,$50.00,7/10/2018,22:55,L-28T,1.00,Burmese,1133
2,6,2.50,Male,$50.00,7/10/2018,23:12,L-28T,1.00,Burmese,1134
2,5,2.42,Male,$50.00,7/11/2018,2:09,L-28T,1.00,Burmese,1143
2,6,2.50,Female,$50.00,7/15/2018,21:29,L-28T,1.00,Burmese,1173
2,6,2.50,Male,$50.00,7/15/2018,21:35,L-28T,1.00,Burmese,1174
2,5,2.42,Male,$50.00,7/15/2018,23:02,L-28T,1.00,Burmese,1175
2,5,2.42,Male,$50.00,7/15/2018,23:12,L-28T,1.00,Burmese,1176
2,6,2.50,Female,$50.00,7/15/2018,23:32,L-28T,1.00,Burmese,1177
2,5,2.42,Male,$50.00,7/14/2018,22:27,L-28T,1.00,Burmese,1164
2,3,2.25,Female,$50.00,7/14/2018,22:40,L-28T,1.00,Burmese,1165
2,3,2.25,Male,$50.00,7/14/2018,0:16,L-28T,1.00,Burmese,1166
2,3,2.25,Female,$50.00,7/14/2018,2:31,L-28T,1.00,Burmese,1167
8,2,8.17,Male,$150.00,7/15/2018,21:15,L-28T,13.00,Burmese,1178
8,6,8.50,Male,$175.00,7/15/2018,22:35,L-28T,10.00,Burmese,1179
8,6,8.50,Male,$175.00,7/16/2018,21:30,L-28T,6.00,Burmese,1181
5,6,5.50,Female,$100.00,7/16/2018,22:46,L-28T,2.00,Burmese,1182
2,2,2.17,Male,$50.00,7/16/2018,21:50,L-28T,1.00,Burmese,1183
2,3,2.25,Female,$50.00,7/16/2018,22:03,L-28T,1.00,Burmese,1184
2,3,2.25,Male,$50.00,7/16/2018,22:06,L-28T,1.00,Burmese,1185
2,4,2.33,Female,$50.00,7/16/2018,23:10,L-28T,1.00,Burmese,1186
2,4,2.33,Female,$50.00,7/17/2018,0:39,L-28T,1.00,Burmese,1188
2,4,2.33,Female,$50.00,7/17/2018,1:30,L-28T,1.00,Burmese,1189
9,0,9.00,Male,$175.00,7/15/2018,21:30,L-28T,15.00,Burmese,1180
8,0,8.00,Male,$150.00,7/17/2018,21:40,L-31,12.00,Burmese,1190
6,7,6.58,Female,$125.00,5/18/2018,2:10,L-67,5.00,Burmese,1004
10,11,10.92,Male,$225.00,7/15/2018,0:05,L-28T,38.00,Burmese,1168
12,0,12.00,Female,$250.00,7/15/2018,1:45,L-28T,58.00,Burmese,1169
6,5,6.42,Male,$100.00,7/15/2018,3:00,L-28T,5.00,Burmese,1170
2,3,2.25,Female,$50.00,7/18/2018,21:15,L-31E,1.00,Burmese,1204
4,9,4.75,Female,$75.00,7/18/2018,21:20,L-31E,2.00,Burmese,1205
2,3,2.25,Female,$50.00,7/17/2018,21:30,L-28T,1.00,Burmese,1191
2,4,2.33,Female,$50.00,7/17/2018,21:40,L-28T,1.00,Burmese,1192
2,4,2.33,Female,$50.00,7/17/2018,22:17,L-28T,1.00,Burmese,1193
2,3,2.25,Female,$50.00,7/17/2018,22:57,L-28T,1.00,Burmese,1194
2,4,2.33,Male,$50.00,7/17/2018,23:02,L-28T,1.00,Burmese,1195
2,3,2.25,Female,$50.00,7/18/2018,0:41,L-28T,1.00,Burmese,1206
2,3,2.25,Female,$50.00,7/18/2018,1:30,L-28T,1.00,Burmese,1207
2,4,2.33,Female,$50.00,7/19/2018,0:00,L-28T,1.00,Burmese,1219
2,2,2.17,Male,$50.00,7/19/2018,1:20,L-28T,1.00,Burmese,1220
9,6,9.50,Male,$200.00,7/18/2018,21:40,L-31E,7.00,Burmese,1208
2,5,2.42,Female,$50.00,7/18/2018,2:50,L-31E,1.00,Burmese,1209
2,4,2.33,Female,$50.00,7/18/2018,23:15,L-31E,1.00,Burmese,1210
10,3,10.25,Male,$200.00,7/18/2018,23:45,L-31E,26.00,Burmese,1211
17,3.2,17.27,Female,N/A,7/19/2018,20:15,L-28T,96.34,Burmese,1243
10,11,10.92,Male,$225.00,7/22/2018,22:45,Rocky Glades,28.00,Burmese,1258
2,5.5,2.46,Male,$50.00,7/18/2018,22:30,L-28T,1.00,Burmese,1212
2,5,2.42,Female,$50.00,7/18/2018,22:50,L-28T,1.00,Burmese,1213
2,5,2.42,Male,$50.00,7/19/2018,21:20,L-28T,1.00,Burmese,1221
2,2.5,2.21,Male,$50.00,7/19/2018,21:50,L-28T,1.00,Burmese,1222
2,2,2.17,Female,$50.00,7/19/2018,22:25,L-28T,1.00,Burmese,1223
2,4,2.33,Male,$50.00,7/19/2018,22:35,L-28T,1.00,Burmese,1224
2,4,2.33,Male,$50.00,7/19/2018,23:00,L-28T,1.00,Burmese,1225
2,3,2.25,Female,$50.00,7/19/2018,23:14,L-28T,1.00,Burmese,1226
2,2,2.17,Male,$50.00,7/19/2018,23:45,L-28T,1.00,Burmese,1227
2,6,2.50,Female,$50.00,7/21/2018,23:30,C-111,1.00,Burmese,1250
2,4,2.33,Female,$50.00,7/22/2018,0:00,L-31E,1.00,Burmese,1259
2,5,2.42,Male,$50.00,7/22/2018,0:50,L-31E,1.00,Burmese,1260
2,2,2.17,Female,$50.00,7/22/2018,0:55,L-31E,1.00,Burmese,1261
7,1,7.08,Male,$125.00,7/23/2018,23:27,L-67,7.00,Burmese,1271
4,10,4.83,Male,$75.00,7/17/2018,21:00,L-29,1.00,Burmese,1196
5,8,5.67,Male,$100.00,7/18/2018,22:00,L-67,2.00,Burmese,1214
6,0,6.00,Male,$100.00,7/18/2018,23:45,L-67,2.00,Burmese,1215
5,9,5.75,Male,$100.00,7/19/2018,21:00,L-28T,2.00,Burmese,1228
6,11,6.92,Male,$125.00,7/9/2018,21:35,L-67,7.00,Burmese,1123
8,11,8.92,Male,$175.00,7/19/2018,22:20,C-304,9.00,Burmese,1229
5,3,5.25,Female,$75.00,7/20/2018,21:40,L-33,2.00,Burmese,1245
2,2,2.17,Female,$50.00,7/21/2018,0:20,L-31,1.00,Burmese,1251
8,3,8.25,Male,$150.00,7/17/2018,0:00,L-28T,8.00,Burmese,1197
2,8,2.67,Female,$50.00,7/17/2018,0:00,L-28T,1.00,Burmese,1198
2,7,2.58,Female,$50.00,7/17/2018,0:30,L-28T,1.00,Burmese,1199
2,4,2.33,Male,$50.00,7/17/2018,1:00,L-28T,1.00,Burmese,1200
2,6,2.50,Male,$50.00,7/17/2018,2:00,L-28T,1.00,Burmese,1201
2,7,2.58,Female,$50.00,7/17/2018,2:30,L-28T,1.00,Burmese,1202
2,5,2.42,Male,$50.00,7/18/2018,0:30,L-28T,1.00,Burmese,1216
2,4,2.33,Male,$50.00,7/18/2018,1:00,L-28T,1.00,Burmese,1217
2,6,2.50,Female,$50.00,7/18/2018,1:45,L-28T,1.00,Burmese,1218
2,7,2.58,Male,$50.00,7/19/2018,0:00,L-28T,1.00,Burmese,1230
2,7,2.58,Female,$50.00,7/19/2018,12:30,L-28T,1.00,Burmese,1231
2,6,2.50,Female,$50.00,7/19/2018,2:00,L-28T,1.00,Burmese,1232
2,5,2.42,Female,$50.00,7/19/2018,2:30,L-28T,1.00,Burmese,1233
2,9,2.75,Male,$50.00,7/20/2018,21:30,L-31E,1.00,Burmese,1246
2,6,2.50,Female,$50.00,7/20/2018,22:00,L-31E,1.00,Burmese,1247
2,5,2.42,Female,$50.00,7/20/2018,2:00,L-31E,1.00,Burmese,1248
2,9,2.75,Female,$50.00,7/20/2018,22:00,L-31E,1.00,Burmese,1249
2,6,2.50,Female,$50.00,7/21/2018,0:30,L-31E,1.00,Burmese,1252
2,8,2.67,Female,$50.00,7/21/2018,1:00,L-31E,1.00,Burmese,1253
2,7,2.58,Female,$50.00,7/21/2018,2:00,L-31E,1.00,Burmese,1254
2,6,2.50,Male,$50.00,7/22/2018,2:00,L-28T,1.00,Burmese,1262
2,6,2.50,Male,$50.00,7/22/2018,2:30,L-28T,1.00,Burmese,1263
2,7,2.58,Female,$50.00,7/22/2018,3:00,L-28T,1.00,Burmese,1264
9,8,9.67,Male,$200.00,7/17/2018,3:53,L-28T,20.00,Burmese,1203
8,4,8.33,Male,$150.00,7/19/2018,23:17,L-68,16.00,Burmese,1234
8,7,8.58,Male,$175.00,7/19/2018,22:45,L-68,18.00,Burmese,1235
11,7,11.58,Female,$250.00,7/22/2018,23:35,L-31E,24.00,Burmese,1265
2,5,2.42,Male,$50.00,7/23/2018,21:15,L-28T,1.00,Burmese,1278
2,5,2.42,Male,$50.00,7/23/2018,21:18,L-28T,1.00,Burmese,1279
2,5,2.42,Female,$50.00,7/23/2018,21:52,L-28T,1.00,Burmese,1280
2,5,2.42,Female,$50.00,7/23/2018,23:08,L-28T,1.00,Burmese,1281
2,4,2.33,Male,$50.00,7/23/2018,23:57,L-28T,1.00,Burmese,1282
2,5,2.42,Male,$50.00,7/24/2018,0:09,L-28T,1.00,Burmese,1289
2,3,2.25,Female,$50.00,7/24/2018,0:39,L-28T,1.00,Burmese,1290
10,8,10.67,Male,$225.00,7/22/2018,0:55,L-28T,36.00,Burmese,1257
9,0,9.00,Male,$175.00,7/23/2018,22:45,L-28T,39.00,Burmese,1270
2,6,2.50,Female,$50.00,7/19/2018,21:43,L-28T,1.00,Burmese,1238
2,5,2.42,Female,$50.00,7/19/2018,21:50,L-28T,1.00,Burmese,1239
2,5,2.42,Female,$50.00,7/19/2018,22:10,L-28T,1.00,Burmese,1240
2,5,2.42,Male,$50.00,7/19/2018,22:15,L-28T,1.00,Burmese,1241
2,4,2.33,Female,$50.00,7/19/2018,23:08,L-28T,1.00,Burmese,1242
1,9,1.75,Female,$50.00,7/23/2018,21:05,C-103,1.00,Burmese,1272
2,4,2.33,Female,$50.00,7/23/2018,21:40,C-103,1.00,Burmese,1273
2,5,2.42,Male,$50.00,7/24/2018,21:36,L-28T,1.00,Burmese,1283
2,4,2.33,Female,$50.00,7/24/2018,21:45,L-28T,1.00,Burmese,1284
2,5,2.42,Male,$50.00,7/24/2018,21:50,L-28T,1.00,Burmese,1285
2,4,2.33,Female,$50.00,7/24/2018,22:00,L-28T,1.00,Burmese,1286
2,2,2.17,Female,$50.00,7/24/2018,22:40,L-28T,1.00,Burmese,1287
2,3,2.25,Female,$50.00,7/25/2018,0:15,L-28T,1.00,Burmese,1291
2,4,2.33,Male,$50.00,7/25/2018,1:31,L-28T,1.00,Burmese,1292
2,5,2.42,Male,$50.00,7/25/2018,1:40,L-28T,1.00,Burmese,1293
2,4,2.33,Female,$50.00,7/22/2018,0:13,L-28T,1.00,Burmese,1266
2,3,2.25,Male,$50.00,7/22/2018,1:16,L-28T,1.00,Burmese,1267
2,4,2.33,Female,$50.00,7/22/2018,2:03,L-28T,1.00,Burmese,1268
11,0,11.00,Male,$225.00,7/16/2018,22:50,Rocky Glades,24.00,Burmese,1187
8,0,8.00,Male,$150.00,7/19/2018,23:00,Rocky Glades,16.00,Burmese,1236
2,5,2.42,Female,$50.00,7/25/2018,20:55,C-103,1.00,Burmese,1294
2,5,2.42,Male,$50.00,7/25/2018,21:01,C-103,1.00,Burmese,1295
2,2,2.17,Female,$50.00,7/25/2018,21:03,C-103,1.00,Burmese,1296
2,4,2.33,Male,$50.00,7/25/2018,21:07,C-103,1.00,Burmese,1297
2,3,2.25,Male,$50.00,7/25/2018,21:08,C-103,1.00,Burmese,1298
2,5,2.42,Female,$50.00,7/25/2018,21:15,C-103,1.00,Burmese,1299
2,3,2.25,Female,$50.00,7/25/2018,21:16,C-103,1.00,Burmese,1300
2,4,2.33,Female,$50.00,7/25/2018,21:20,C-103,1.00,Burmese,1301
2,4,2.33,Male,$50.00,7/25/2018,22:11,C-103,1.00,Burmese,1302
7,6,7.50,Male,$150.00,7/26/2018,21:00,L-28T,8.00,Burmese,1303
4,11,4.92,Female,$75.00,7/26/2018,23:00,L-28T,4.00,Burmese,1304
2,5,2.42,Male,$50.00,7/26/2018,4:00,L-28T,1.00,Burmese,1305
2,5,2.42,Female,$50.00,7/26/2018,2:30,L-28T,1.00,Burmese,1306
10,7,10.58,Male,$225.00,7/28/2018,21:30,Rocky Glades,24.00,Burmese,1329
7,10,7.83,Male,$150.00,7/28/2018,21:45,Rocky Glades,8.00,Burmese,1330
7,7,7.58,Male,$150.00,7/28/2018,22:30,Rocky Glades,6.00,Burmese,1331
6,4,6.33,Female,$100.00,7/28/2018,22:45,Rocky Glades,4.00,Burmese,1332
2,4,2.33,Female,$50.00,7/26/2018,21:16,C-103,1.00,Burmese,1307
2,1,2.08,Male,$50.00,7/26/2018,21:30,C-103,1.00,Burmese,1308
2,4,2.33,Male,$50.00,7/26/2018,22:10,C-103,1.00,Burmese,1309
2,2,2.17,Female,$50.00,7/26/2018,23:00,C-103,1.00,Burmese,1310
2,1,2.08,Male,$50.00,7/26/2018,23:38,C-103,1.00,Burmese,1311
2,3,2.25,Male,$50.00,7/26/2018,23:45,C-103,1.00,Burmese,1312
2,4,2.33,Male,$50.00,7/27/2018,21:32,C-103,1.00,Burmese,1317
2,3,2.25,Female,$50.00,7/27/2018,21:52,C-103,1.00,Burmese,1318
2,2,2.17,Female,$50.00,7/27/2018,22:25,C-103,1.00,Burmese,1319
2,2,2.17,Male,$50.00,7/27/2018,22:40,C-103,1.00,Burmese,1320
2,2,2.17,Female,$50.00,7/27/2018,5:38,C-103,1.00,Burmese,1321
2,5,2.42,Female,$50.00,7/27/2018,5:42,C-103,1.00,Burmese,1322
11,10,11.83,Female,$250.00,7/26/2018,23:31,L-31W,32.00,Burmese,1313
2,0,2.00,Female,$50.00,7/28/2018,0:32,L-28T,1.00,Burmese,1335
2,2,2.17,Female,$50.00,7/28/2018,1:43,L-28T,1.00,Burmese,1336
2,4,2.33,Female,$50.00,7/28/2018,2:22,L-28T,1.00,Burmese,1337
2,2,2.17,Female,$50.00,7/10/2018,22:27,L-33,1.00,Burmese,1135
12,9,12.75,Female,$275.00,7/19/2018,21:43,L-28T,54.00,Burmese,1237
2,5,2.42,Male,$50.00,7/28/2018,2:30,L-28T,1.00,Burmese,1333
2,5,2.42,Male,$50.00,7/28/2018,3:30,L-28T,1.00,Burmese,1334
2,3,2.25,Female,$50.00,7/26/2018,21:00,L-28T,1.00,Burmese,1314
2,5,2.42,Male,$50.00,7/26/2018,21:05,L-28T,1.00,Burmese,1315
2,4,2.33,Female,$50.00,7/26/2018,22:00,L-28T,1.00,Burmese,1316
4,9,4.75,Female,$75.00,7/27/2018,21:30,L-28T,2.00,Burmese,1323
5,1,5.08,Female,$75.00,7/28/2018,22:00,L-28T,2.00,Burmese,1338
9,0,9.00,Female,$175.00,7/28/2018,23:00,L-28T,8.00,Burmese,1339
7,6,7.50,Female,$150.00,7/29/2018,22:30,L-28T,8.00,Burmese,1351
2,4,2.33,Female,$50.00,7/29/2018,21:30,L-28T,1.00,Burmese,1352
2,6,2.50,Female,$50.00,7/29/2018,21:45,L-28T,1.00,Burmese,1353
2,4,2.33,Male,$50.00,7/29/2018,21:50,L-28T,1.00,Burmese,1354
2,7,2.58,Female,$50.00,7/29/2018,22:00,L-28T,1.00,Burmese,1355
2,3,2.25,Male,$50.00,7/29/2018,22:15,L-28T,1.00,Burmese,1356
2,5,2.42,Male,$50.00,7/29/2018,22:30,L-28T,1.00,Burmese,1357
2,2,2.17,Male,$50.00,7/29/2018,23:00,L-28T,1.00,Burmese,1358
9,0,9.00,Female,$175.00,7/27/2018,22:10,L-28T,10.00,Burmese,1324
2,2,2.17,Male,$50.00,7/27/2018,23:00,C-103,1.00,Burmese,1325
2,4,2.33,Male,$50.00,7/27/2018,23:30,C-103,1.00,Burmese,1326
2,4,2.33,Female,$50.00,7/28/2018,0:00,C-103,1.00,Burmese,1340
2,4,2.33,Female,$50.00,7/28/2018,12:30,C-103,1.00,Burmese,1341
2,4,2.33,Female,$50.00,7/28/2018,22:15,C-103,1.00,Burmese,1342
2,6,2.50,Female,$50.00,7/28/2018,22:15,C-103,1.00,Burmese,1343
2,6,2.50,Male,$50.00,7/28/2018,22:15,C-103,1.00,Burmese,1344
2,6,2.50,Female,$50.00,7/28/2018,22:30,C-103,1.00,Burmese,1345
2,4,2.33,Female,$50.00,7/28/2018,22:30,C-103,1.00,Burmese,1346
2,4,2.33,Female,$50.00,7/28/2018,23:00,C-103,1.00,Burmese,1347
2,4,2.33,Female,$50.00,7/28/2018,23:00,C-103,1.00,Burmese,1348
2,4,2.33,Male,$50.00,7/28/2018,23:30,C-103,1.00,Burmese,1349
2,4,2.33,Female,$50.00,7/29/2018,21:20,C-103,1.00,Burmese,1359
2,4,2.33,Male,$50.00,7/29/2018,21:30,C-103,1.00,Burmese,1360
2,3,2.25,Male,$50.00,7/29/2018,21:30,C-103,1.00,Burmese,1361
2,4,2.33,Female,$50.00,7/29/2018,22:00,C-103,1.00,Burmese,1362
2,4,2.33,Female,$50.00,7/29/2018,22:00,C-103,1.00,Burmese,1363
2,6,2.50,Male,$50.00,7/29/2018,23:00,C-103,1.00,Burmese,1364
2,4,2.33,Female,$50.00,7/30/2018,0:00,C-103,1.00,Burmese,1365
2,4,2.33,Female,$50.00,7/30/2018,0:30,C-103,1.00,Burmese,1366
2,4,2.33,Male,$50.00,7/30/2018,1:00,C-103,1.00,Burmese,1367
2,6,2.50,Female,$50.00,7/30/2018,1:30,C-103,1.00,Burmese,1368
2,4,2.33,Male,$50.00,7/30/2018,23:30,C-103,1.00,Burmese,1369
5,6,5.50,Female,$100.00,7/30/2018,23:30,C-103,3.00,Burmese,1370
7,7,7.58,Female,$150.00,7/30/2018,6:45,Rocky Glades,8.00,Burmese,1371
2,3,2.25,Female,$50.00,7/23/2018,21:00,L-31E,1.00,Burmese,1274
2,3,2.25,Male,$50.00,7/23/2018,21:05,L-31E,1.00,Burmese,1275
2,0,2.00,Male,$50.00,7/23/2018,21:20,L-31E,1.00,Burmese,1276
2,3,2.25,Female,$50.00,7/23/2018,21:35,L-31E,1.00,Burmese,1277
2,4,2.33,Male,$50.00,7/28/2018,21:15,L-31E,1.00,Burmese,1350
10,3,10.25,Female,$200.00,7/24/2018,21:20,L-33,18.00,Burmese,1288
11,6,11.50,Female,$250.00,7/31/2018,20:35,L-33,35.00,Burmese,1372
6,6,6.50,Male,$125.00,7/31/2018,21:30,L-33,6.00,Burmese,1373
5,7,5.58,Male,N/A,8/1/2018,0:23,L-67,3.00,Burmese,1379
2,7,2.58,Male,N/A,8/2/2018,20:43,L-28T,1.00,Burmese,1383
2,1,2.08,Female,N/A,8/2/2018,21:43,L-28T,1.00,Burmese,1384
2,7,2.58,Male,N/A,8/2/2018,21:25,L-28T,1.00,Burmese,1385
2,4,2.33,Female,N/A,8/3/2018,20:47,L-28T,0.25,Burmese,1387
2,1,2.08,Female,N/A,8/4/2018,,L-31N,0.20,Burmese,1388
6,6,6.50,Male,$125.00,7/28/2018,20:40,L-28T,22.00,Burmese,1327
2,4,2.33,Male,$50.00,7/28/2018,23:20,L-28T,2.00,Burmese,1328
4,7,4.58,Male,$75.00,7/31/2018,21:25,Military Canal,1.83,Rainbow Boa,1378
10,0,10.00,Female,$200.00,7/11/2018,21:45,L-37,22.00,Burmese,1144
2,8.6,2.72,?,$50.00,8/6/2018,21:35,L-28T,0.55,Burmese,1390
2,7.5,2.63,?,$50.00,8/6/2018,23:55,L-28T,0.37,Burmese,1391
2,1,2.08,Male,$50.00,8/9/2018,21:00,C-103,1.00,Burmese,1393
2,0,2.00,Female,$50.00,8/9/2018,21:25,C-103,1.00,Burmese,1394
2,1,2.08,Male,$50.00,8/9/2018,21:30,C-103,1.00,Burmese,1395
2,3,2.25,Female,$50.00,7/22/2018,20:45,L-31N,1.00,Burmese,1269
7,6,7.50,Female,$150.00,8/11/2018,20:46,L-31N,8.00,Burmese,1402
10,7,10.58,Female,$225.00,8/8/2018,0:20,C-103,18.00,Burmese,1392
6,6,6.50,Male,$125.00,7/21/2018,23:13,L-28T,4.00,Burmese,1255
5,3,5.25,Male,$75.00,7/21/2018,23:47,L-28T,3.00,Burmese,1256
9,8,9.67,Female,$200.00,8/11/2018,2:00,L-28T,21.00,Burmese,1403
2,2,2.17,Female,$50.00,8/12/2018,20:15,L-31N,1.00,Burmese,1407
10,3,10.25,Male,$200.00,8/12/2018,23:32,L-31N,20.00,Burmese,1408
2,2,2.17,Female,N/A,8/9/2018,22:05,L-28T,0.19,Burmese,1396
2,7,2.58,Male,N/A,8/9/2018,22:59,L-28T,0.38,Burmese,1397
2,7,2.58,Male,N/A,8/10/2018,23:39,L-28T,0.32,Burmese,1401
3,0,3.00,Male,$50.00,8/11/2018,2:16,L-28T,1.00,Burmese,1404
2,5,2.42,Female,$50.00,8/13/2018,22:51,L-28T,1.00,Burmese,1414
2,7,2.58,Female,$50.00,8/14/2018,1:44,L-28T,1.00,Burmese,1421
8,9,8.75,Male,$175.00,8/14/2018,3:23,L-28T,8.00,Burmese,1422
2,2,2.17,Female,$50.00,8/15/2018,2:58,L-28T,1.00,Burmese,1432
10,0,10.00,Female,$200.00,8/15/2018,3:46,L-28T,30.00,Burmese,1433
5,8,5.67,Male,$100.00,8/13/2018,21:30,Rocky Glades,4.00,Burmese,1415
6,6,6.50,Female,$125.00,8/13/2018,22:15,Rocky Glades,3.00,Burmese,1416
5,3,5.25,Male,$75.00,8/14/2018,22:00,Rocky Glades,2.00,Burmese,1423
10,8,10.67,Female,$225.00,8/15/2018,21:25,Rocky Glades,18.00,Burmese,1434
2,6,2.50,Female,$50.00,8/14/2018,21:00,L-67,1.00,Burmese,1424
2,2,2.17,Male,$50.00,8/14/2018,21:10,L-67,1.00,Burmese,1425
2,2,2.17,Male,$50.00,8/14/2018,21:20,L-67,1.00,Burmese,1426
2,3,2.25,Male,$50.00,8/14/2018,21:30,L-67,1.00,Burmese,1427
2,3,2.25,Male,$50.00,8/14/2018,22:00,L-67,1.00,Burmese,1428
2,0,2.00,Male,$50.00,8/14/2018,22:15,L-67,1.00,Burmese,1429
11,0,11.00,Female,$225.00,8/15/2018,20:30,L-67,28.00,Burmese,1435
9,7,9.58,Male,$200.00,8/13/2018,22:05,Rocky Glades,16.00,Burmese,1417
2,3,2.25,Female,$50.00,8/13/2018,23:30,Rocky Glades,1.00,Burmese,1418
5,6,5.50,Female,$100.00,8/14/2018,23:30,Rocky Glades,4.00,Burmese,1430
6,6,6.50,Female,$125.00,8/15/2018,21:00,Rocky Glades,6.00,Burmese,1436
2,4,2.33,Male,$50.00,8/13/2018,22:05,L-31N,1.00,Burmese,1419
2,5,2.42,Female,$50.00,8/13/2018,22:00,L-31N,1.00,Burmese,1420
7,9,7.75,Male,$150.00,8/14/2018,10:30,C-111,10.00,Burmese,1431
2,6,2.50,Female,$50.00,7/31/2018,21:45,C-103,1.00,Burmese,1374
2,5,2.42,Female,$50.00,7/31/2018,21:50,C-103,1.00,Burmese,1375
2,4,2.33,Female,$50.00,7/31/2018,22:45,C-103,1.00,Burmese,1376
2,7,2.58,Male,$50.00,7/31/2018,23:30,C-103,1.00,Burmese,1377
5,6,5.50,Female,$100.00,8/10/2018,22:20,C-103,1.00,Burmese,1398
2,4,2.33,Male,$50.00,8/10/2018,22:30,C-103,1.00,Burmese,1399
2,4,2.33,Female,$50.00,8/10/2018,22:50,C-103,1.00,Burmese,1400
12,6,12.50,Female,$275.00,8/12/2018,22:00,C-103,56.00,Burmese,1409
2,6,2.50,Male,$50.00,8/12/2018,22:05,C-103,1.00,Burmese,1410
2,5,2.42,Female,$50.00,8/12/2018,22:30,C-103,1.00,Burmese,1411
2,4,2.33,Female,$50.00,8/12/2018,23:15,C-103,1.00,Burmese,1412
5,6,5.50,Male,$100.00,8/12/2018,23:30,C-103,2.00,Burmese,1413
2,6,2.50,Female,$50.00,8/15/2018,23:30,C-103,1.00,Burmese,1437
2,5,2.42,Female,$50.00,8/15/2018,23:40,C-103,1.00,Burmese,1438
2,3,2.25,Female,$50.00,8/11/2018,22:00,L-28T,1.00,Burmese,1405
2,4,2.33,Female,$50.00,8/16/2018,0:00,L-28T,1.00,Burmese,1443
6,0,6.00,Female,$100.00,8/16/2018,10:30,L-28T,3.00,Burmese,1444
2,3,2.25,Female,$50.00,8/16/2018,3:00,L-28T,1.00,Burmese,1445
2,5,2.42,Male,$50.00,8/17/2018,22:35,L-28T,1.00,Burmese,1454
2,11,2.92,Male,$50.00,8/18/2018,22:30,L-31,1.00,Burmese,1463
